# LAMMPS data file written by OVITO Basic 3.9.4

3852 atoms
4 atom types

0.0 130.0 xlo xhi
0.0 23.4464874124 ylo yhi
0.0 12.3617947322 zlo zhi
9.6639447442 -3.6477654233 6.1480271971 xy xz yz
929 1 0.0 115.1490327445 1.2332501365 0.0541446609
930 2 0.0 119.0341762453 27.1849163645 12.2528873206
931 2 0.0 113.0515220109 2.2310024232 0.0510542122
932 2 0.0 115.7332026145 2.2108575659 0.1024792783
933 4 0.0 101.5257396952 7.2873706217 12.2488079283
934 3 0.0 111.167902868 28.1455730925 12.0983648864
935 1 0.0 110.410338749 29.4622160394 12.2782289998
936 2 0.0 121.7127489035 27.1640948578 12.3307666274
937 1 0.0 118.4763521406 6.8363169918 12.0513900664
938 1 0.0 117.1858688133 7.6472313519 12.1002191556
939 1 0.0 115.902346286 6.8159712632 12.0840252045
940 1 0.0 125.5533257048 28.7439296918 12.0073820772
941 1 0.0 126.8521981164 27.9391293566 11.9416173292
942 1 0.0 128.1398333883 28.7603582548 11.9777137698
943 2 0.0 117.1791464143 8.7847163474 12.1777276086
944 2 0.0 126.8587856549 26.7997598773 11.8966203964
945 4 0.0 119.878486356 7.3342918073 12.1640060164
946 3 0.0 129.5444419246 28.2581326202 12.0408825409
947 1 0.0 120.7111930564 6.0706334409 12.1661075216
948 1 0.0 134.901123514 29.4840629406 12.3584570476
949 1 0.0 134.1430411485 28.1514482137 12.3392962657
950 1 0.0 132.6177195897 28.1629667534 12.2950410406
951 1 0.0 131.882996611 29.5077083406 12.2886129073
952 1 0.0 126.6228602276 1.2446361758 0.0218803767
953 1 0.0 128.1490327445 1.2332501365 0.0541446609
954 2 0.0 132.0341762453 27.1849163645 12.2528873206
955 2 0.0 126.0515220109 2.2310024232 0.0510542122
956 2 0.0 128.7332026145 2.2108575659 0.1024792783
957 4 0.0 114.5257396952 7.2873706217 12.2488079283
958 3 0.0 124.167902868 28.1455730925 12.0983648864
959 1 0.0 123.410338749 29.4622160394 12.2782289998
960 2 0.0 134.7127489035 27.1640948578 12.3307666274
961 3 0.0 42.441493366 22.3396027249 0.5525722245
962 2 0.0 29.1184331294 8.3419939919 12.2209938902
963 2 0.0 38.3992169069 27.8607910615 12.0947799659
964 1 0.0 1.9124936617 8.5525400957 9.6276129733
965 1 0.0 0.6167602418 9.3659002941 9.66815966
966 1 0.0 -0.6744296468 8.5435333979 9.5576452151
967 1 0.0 -0.6903859322 7.0279115164 9.421789091
968 1 0.0 0.61465834 6.2207577677 9.3885358632
969 1 0.0 1.9090245089 7.0346151911 9.4960834774
970 2 0.0 0.6104279638 10.5008203237 9.7791685767
971 2 0.0 0.6213193364 5.0851133475 9.2892706515
972 4 0.0 3.3273310991 9.0461337478 9.6852189368
973 3 0.0 3.3196720969 6.5333712823 9.4725960674
974 1 0.0 4.1668969156 7.7862187451 9.5883024661
975 4 0.0 10.9349890836 9.0257493669 9.5669165612
976 3 0.0 10.9132677397 6.4401561424 9.3327841689
977 1 0.0 10.1255612784 7.7546762656 9.4437930856
978 1 0.0 8.6010938911 7.7694888119 9.4759337519
979 1 0.0 7.8277962809 6.4446495851 9.407820263
980 1 0.0 6.4336174426 6.4399939235 9.4649317546
981 1 0.0 5.6895336302 7.7772957073 9.5750753457
982 1 0.0 6.4619776999 9.1006330709 9.6618551447
983 1 0.0 7.8598176519 9.107439767 9.5887969378
984 2 0.0 5.9005667088 10.0860019373 9.7795394306
985 2 0.0 8.3899835314 5.4578246805 9.3107801743
986 2 0.0 5.8487325565 5.464908693 9.3863107401
987 2 0.0 8.4433471213 10.0851388462 9.6410873296
988 1 0.0 14.9124936617 8.5525400957 9.6276129733
989 1 0.0 13.6167602418 9.3659002941 9.66815966
990 1 0.0 12.3255703532 8.5435333979 9.5576452151
991 1 0.0 12.3096140678 7.0279115164 9.421789091
992 1 0.0 13.61465834 6.2207577677 9.3885358632
993 1 0.0 14.9090245089 7.0346151911 9.4960834774
994 2 0.0 13.6104279638 10.5008203237 9.7791685767
995 2 0.0 13.6213193364 5.0851133475 9.2892706515
996 4 0.0 16.3273310991 9.0461337478 9.6852189368
997 3 0.0 16.3196720969 6.5333712823 9.4725960674
998 1 0.0 17.1668969156 7.7862187451 9.5883024661
999 4 0.0 23.9349890836 9.0257493669 9.5669165612
1000 3 0.0 23.9132677397 6.4401561424 9.3327841689
1001 1 0.0 23.1255612784 7.7546762656 9.4437930856
1002 1 0.0 21.6010938911 7.7694888119 9.4759337519
1003 1 0.0 20.8277962809 6.4446495851 9.407820263
1004 1 0.0 19.4336174426 6.4399939235 9.4649317546
1005 1 0.0 18.6895336302 7.7772957073 9.5750753457
1006 1 0.0 19.4619776999 9.1006330709 9.6618551447
1007 1 0.0 20.8598176519 9.107439767 9.5887969378
1008 2 0.0 18.9005667088 10.0860019373 9.7795394306
1009 2 0.0 21.3899835314 5.4578246805 9.3107801743
1010 2 0.0 18.8487325565 5.464908693 9.3863107401
1011 2 0.0 21.4433471213 10.0851388462 9.6410873296
1012 1 0.0 27.9124936617 8.5525400957 9.6276129733
1013 1 0.0 26.6167602418 9.3659002941 9.66815966
1014 1 0.0 25.3255703532 8.5435333979 9.5576452151
1015 1 0.0 25.3096140678 7.0279115164 9.421789091
1016 1 0.0 26.61465834 6.2207577677 9.3885358632
1017 1 0.0 27.9090245089 7.0346151911 9.4960834774
1018 2 0.0 26.6104279638 10.5008203237 9.7791685767
1019 2 0.0 26.6213193364 5.0851133475 9.2892706515
1020 4 0.0 29.3273310991 9.0461337478 9.6852189368
1021 3 0.0 29.3196720969 6.5333712823 9.4725960674
1022 1 0.0 30.1668969156 7.7862187451 9.5883024661
1023 4 0.0 36.9349890836 9.0257493669 9.5669165612
1024 3 0.0 36.9132677397 6.4401561424 9.3327841689
1025 1 0.0 36.1255612784 7.7546762656 9.4437930856
1026 1 0.0 34.6010938911 7.7694888119 9.4759337519
1027 1 0.0 33.8277962809 6.4446495851 9.407820263
1028 1 0.0 32.4336174426 6.4399939235 9.4649317546
1029 1 0.0 31.6895336302 7.7772957073 9.5750753457
1030 1 0.0 32.4619776999 9.1006330709 9.6618551447
1031 1 0.0 33.8598176519 9.107439767 9.5887969378
1032 2 0.0 31.9005667088 10.0860019373 9.7795394306
1033 2 0.0 34.3899835314 5.4578246805 9.3107801743
1034 2 0.0 31.8487325565 5.464908693 9.3863107401
1035 2 0.0 34.4433471213 10.0851388462 9.6410873296
1036 1 0.0 40.9124936617 8.5525400957 9.6276129733
1037 1 0.0 39.6167602418 9.3659002941 9.66815966
1038 1 0.0 38.3255703532 8.5435333979 9.5576452151
1039 1 0.0 38.3096140678 7.0279115164 9.421789091
1040 1 0.0 39.61465834 6.2207577677 9.3885358632
1041 1 0.0 40.9090245089 7.0346151911 9.4960834774
1042 2 0.0 39.6104279638 10.5008203237 9.7791685767
1043 2 0.0 39.6213193364 5.0851133475 9.2892706515
1044 4 0.0 42.3273310991 9.0461337478 9.6852189368
1045 3 0.0 42.3196720969 6.5333712823 9.4725960674
1046 1 0.0 43.1668969156 7.7862187451 9.5883024661
1047 4 0.0 49.9349890836 9.0257493669 9.5669165612
1048 3 0.0 49.9132677397 6.4401561424 9.3327841689
1049 1 0.0 49.1255612784 7.7546762656 9.4437930856
1050 1 0.0 47.6010938911 7.7694888119 9.4759337519
1051 1 0.0 46.8277962809 6.4446495851 9.407820263
1052 1 0.0 45.4336174426 6.4399939235 9.4649317546
1053 1 0.0 44.6895336302 7.7772957073 9.5750753457
1054 1 0.0 45.4619776999 9.1006330709 9.6618551447
1055 1 0.0 46.8598176519 9.107439767 9.5887969378
1056 2 0.0 44.9005667088 10.0860019373 9.7795394306
1057 2 0.0 47.3899835314 5.4578246805 9.3107801743
1058 2 0.0 44.8487325565 5.464908693 9.3863107401
1059 2 0.0 47.4433471213 10.0851388462 9.6410873296
1060 1 0.0 53.9124936617 8.5525400957 9.6276129733
1061 1 0.0 52.6167602418 9.3659002941 9.66815966
1062 1 0.0 51.3255703532 8.5435333979 9.5576452151
1063 1 0.0 51.3096140678 7.0279115164 9.421789091
1064 1 0.0 52.61465834 6.2207577677 9.3885358632
1065 1 0.0 53.9090245089 7.0346151911 9.4960834774
1066 2 0.0 52.6104279638 10.5008203237 9.7791685767
1067 2 0.0 52.6213193364 5.0851133475 9.2892706515
1068 4 0.0 55.3273310991 9.0461337478 9.6852189368
1069 3 0.0 55.3196720969 6.5333712823 9.4725960674
1070 1 0.0 56.1668969156 7.7862187451 9.5883024661
1071 4 0.0 62.9349890836 9.0257493669 9.5669165612
1072 3 0.0 62.9132677397 6.4401561424 9.3327841689
1073 1 0.0 62.1255612784 7.7546762656 9.4437930856
1074 1 0.0 60.6010938911 7.7694888119 9.4759337519
1075 1 0.0 59.8277962809 6.4446495851 9.407820263
1076 1 0.0 58.4336174426 6.4399939235 9.4649317546
1077 1 0.0 57.6895336302 7.7772957073 9.5750753457
1078 1 0.0 58.4619776999 9.1006330709 9.6618551447
1079 1 0.0 59.8598176519 9.107439767 9.5887969378
1080 2 0.0 57.9005667088 10.0860019373 9.7795394306
1081 2 0.0 60.3899835314 5.4578246805 9.3107801743
1082 2 0.0 57.8487325565 5.464908693 9.3863107401
1083 2 0.0 60.4433471213 10.0851388462 9.6410873296
1084 1 0.0 66.9124936617 8.5525400957 9.6276129733
1085 1 0.0 65.6167602418 9.3659002941 9.66815966
1086 1 0.0 64.3255703532 8.5435333979 9.5576452151
1087 1 0.0 64.3096140678 7.0279115164 9.421789091
1088 1 0.0 65.61465834 6.2207577677 9.3885358632
1089 1 0.0 66.9090245089 7.0346151911 9.4960834774
1090 2 0.0 65.6104279638 10.5008203237 9.7791685767
1091 2 0.0 65.6213193364 5.0851133475 9.2892706515
1092 4 0.0 68.3273310991 9.0461337478 9.6852189368
1093 3 0.0 68.3196720969 6.5333712823 9.4725960674
1094 1 0.0 69.1668969156 7.7862187451 9.5883024661
1095 4 0.0 75.9349890836 9.0257493669 9.5669165612
1096 3 0.0 75.9132677397 6.4401561424 9.3327841689
1097 1 0.0 75.1255612784 7.7546762656 9.4437930856
1098 1 0.0 73.6010938911 7.7694888119 9.4759337519
1099 1 0.0 72.8277962809 6.4446495851 9.407820263
1100 1 0.0 71.4336174426 6.4399939235 9.4649317546
1101 1 0.0 70.6895336302 7.7772957073 9.5750753457
1102 1 0.0 71.4619776999 9.1006330709 9.6618551447
1103 1 0.0 72.8598176519 9.107439767 9.5887969378
1104 2 0.0 70.9005667088 10.0860019373 9.7795394306
1105 2 0.0 73.3899835314 5.4578246805 9.3107801743
1106 2 0.0 70.8487325565 5.464908693 9.3863107401
1107 2 0.0 73.4433471213 10.0851388462 9.6410873296
1108 1 0.0 79.9124936617 8.5525400957 9.6276129733
1109 1 0.0 78.6167602418 9.3659002941 9.66815966
1110 1 0.0 77.3255703532 8.5435333979 9.5576452151
1111 1 0.0 77.3096140678 7.0279115164 9.421789091
1112 1 0.0 78.61465834 6.2207577677 9.3885358632
1113 1 0.0 79.9090245089 7.0346151911 9.4960834774
1114 2 0.0 78.6104279638 10.5008203237 9.7791685767
1115 2 0.0 78.6213193364 5.0851133475 9.2892706515
1116 4 0.0 81.3273310991 9.0461337478 9.6852189368
1117 3 0.0 81.3196720969 6.5333712823 9.4725960674
1118 1 0.0 82.1668969156 7.7862187451 9.5883024661
1119 4 0.0 88.9349890836 9.0257493669 9.5669165612
1120 3 0.0 88.9132677397 6.4401561424 9.3327841689
1121 1 0.0 88.1255612784 7.7546762656 9.4437930856
1122 1 0.0 86.6010938911 7.7694888119 9.4759337519
1123 1 0.0 85.8277962809 6.4446495851 9.407820263
1124 1 0.0 84.4336174426 6.4399939235 9.4649317546
1125 1 0.0 83.6895336302 7.7772957073 9.5750753457
1126 1 0.0 84.4619776999 9.1006330709 9.6618551447
1127 1 0.0 85.8598176519 9.107439767 9.5887969378
1128 2 0.0 83.9005667088 10.0860019373 9.7795394306
1129 2 0.0 86.3899835314 5.4578246805 9.3107801743
1130 2 0.0 83.8487325565 5.464908693 9.3863107401
1131 2 0.0 86.4433471213 10.0851388462 9.6410873296
1132 1 0.0 92.9124936617 8.5525400957 9.6276129733
1133 1 0.0 91.6167602418 9.3659002941 9.66815966
1134 1 0.0 90.3255703532 8.5435333979 9.5576452151
1135 1 0.0 90.3096140678 7.0279115164 9.421789091
1136 1 0.0 91.61465834 6.2207577677 9.3885358632
1137 1 0.0 92.9090245089 7.0346151911 9.4960834774
1138 2 0.0 91.6104279638 10.5008203237 9.7791685767
1139 2 0.0 91.6213193364 5.0851133475 9.2892706515
1140 4 0.0 94.3273310991 9.0461337478 9.6852189368
1141 3 0.0 94.3196720969 6.5333712823 9.4725960674
1142 1 0.0 95.1668969156 7.7862187451 9.5883024661
1143 4 0.0 101.9349890836 9.0257493669 9.5669165612
1144 3 0.0 101.9132677397 6.4401561424 9.3327841689
1145 1 0.0 101.1255612784 7.7546762656 9.4437930856
1146 1 0.0 99.6010938911 7.7694888119 9.4759337519
1147 1 0.0 98.8277962809 6.4446495851 9.407820263
1148 1 0.0 97.4336174426 6.4399939235 9.4649317546
1149 1 0.0 96.6895336302 7.7772957073 9.5750753457
1150 1 0.0 97.4619776999 9.1006330709 9.6618551447
1151 1 0.0 98.8598176519 9.107439767 9.5887969378
1152 2 0.0 96.9005667088 10.0860019373 9.7795394306
1153 2 0.0 99.3899835314 5.4578246805 9.3107801743
1154 2 0.0 96.8487325565 5.464908693 9.3863107401
1155 2 0.0 99.4433471213 10.0851388462 9.6410873296
1156 1 0.0 105.9124936617 8.5525400957 9.6276129733
1157 1 0.0 104.6167602418 9.3659002941 9.66815966
1158 1 0.0 103.3255703532 8.5435333979 9.5576452151
1159 1 0.0 103.3096140678 7.0279115164 9.421789091
1160 1 0.0 104.61465834 6.2207577677 9.3885358632
1161 1 0.0 105.9090245089 7.0346151911 9.4960834774
1162 2 0.0 104.6104279638 10.5008203237 9.7791685767
1163 2 0.0 104.6213193364 5.0851133475 9.2892706515
1164 4 0.0 107.3273310991 9.0461337478 9.6852189368
1165 3 0.0 107.3196720969 6.5333712823 9.4725960674
1166 1 0.0 108.1668969156 7.7862187451 9.5883024661
1167 4 0.0 114.9349890836 9.0257493669 9.5669165612
1168 3 0.0 114.9132677397 6.4401561424 9.3327841689
1169 1 0.0 114.1255612784 7.7546762656 9.4437930856
1170 1 0.0 112.6010938911 7.7694888119 9.4759337519
1171 1 0.0 111.8277962809 6.4446495851 9.407820263
1172 1 0.0 110.4336174426 6.4399939235 9.4649317546
1173 1 0.0 109.6895336302 7.7772957073 9.5750753457
1174 1 0.0 110.4619776999 9.1006330709 9.6618551447
1175 1 0.0 111.8598176519 9.107439767 9.5887969378
1176 2 0.0 109.9005667088 10.0860019373 9.7795394306
1177 2 0.0 112.3899835314 5.4578246805 9.3107801743
1178 2 0.0 109.8487325565 5.464908693 9.3863107401
1179 2 0.0 112.4433471213 10.0851388462 9.6410873296
1180 1 0.0 118.9124936617 8.5525400957 9.6276129733
1181 1 0.0 117.6167602418 9.3659002941 9.66815966
1182 1 0.0 116.3255703532 8.5435333979 9.5576452151
1183 1 0.0 116.3096140678 7.0279115164 9.421789091
1184 1 0.0 117.61465834 6.2207577677 9.3885358632
1185 1 0.0 118.9090245089 7.0346151911 9.4960834774
1186 2 0.0 117.6104279638 10.5008203237 9.7791685767
1187 2 0.0 117.6213193364 5.0851133475 9.2892706515
1188 4 0.0 120.3273310991 9.0461337478 9.6852189368
1189 3 0.0 120.3196720969 6.5333712823 9.4725960674
1190 1 0.0 121.1668969156 7.7862187451 9.5883024661
1191 4 0.0 127.9349890836 9.0257493669 9.5669165612
1192 3 0.0 127.9132677397 6.4401561424 9.3327841689
1193 1 0.0 127.1255612784 7.7546762656 9.4437930856
1194 1 0.0 125.6010938911 7.7694888119 9.4759337519
1195 1 0.0 124.8277962809 6.4446495851 9.407820263
1196 1 0.0 123.4336174426 6.4399939235 9.4649317546
1197 1 0.0 122.6895336302 7.7772957073 9.5750753457
1198 1 0.0 123.4619776999 9.1006330709 9.6618551447
1199 1 0.0 124.8598176519 9.107439767 9.5887969378
1200 2 0.0 122.9005667088 10.0860019373 9.7795394306
1201 2 0.0 125.3899835314 5.4578246805 9.3107801743
1202 2 0.0 122.8487325565 5.464908693 9.3863107401
1203 2 0.0 125.4433471213 10.0851388462 9.6410873296
1204 1 0.0 4.3284798478 14.4141619488 9.6276129733
1205 1 0.0 3.0327464279 15.2275221472 9.66815966
1206 1 0.0 1.7415565393 14.405155251 9.5576452151
1207 1 0.0 1.7256002539 12.8895333695 9.421789091
1208 1 0.0 3.0306445261 12.0823796208 9.3885358632
1209 1 0.0 4.325010695 12.8962370442 9.4960834774
1210 2 0.0 3.0264141498 16.3624421768 9.7791685767
1211 2 0.0 3.0373055224 10.9467352006 9.2892706515
1212 4 0.0 5.7433172852 14.9077556009 9.6852189368
1213 3 0.0 5.735658283 12.3949931354 9.4725960674
1214 1 0.0 6.5828831017 13.6478405982 9.5883024661
1215 4 0.0 13.3509752696 14.88737122 9.5669165612
1216 3 0.0 13.3292539257 12.3017779955 9.3327841689
1217 1 0.0 12.5415474645 13.6162981187 9.4437930856
1218 1 0.0 11.0170800771 13.631110665 9.4759337519
1219 1 0.0 10.243782467 12.3062714382 9.407820263
1220 1 0.0 8.8496036286 12.3016157766 9.4649317546
1221 1 0.0 8.1055198162 13.6389175604 9.5750753457
1222 1 0.0 8.877963886 14.962254924 9.6618551447
1223 1 0.0 10.275803838 14.9690616201 9.5887969378
1224 2 0.0 8.3165528949 15.9476237904 9.7795394306
1225 2 0.0 10.8059697174 11.3194465336 9.3107801743
1226 2 0.0 8.2647187425 11.3265305461 9.3863107401
1227 2 0.0 10.8593333074 15.9467606993 9.6410873296
1228 1 0.0 17.3284798478 14.4141619488 9.6276129733
1229 1 0.0 16.0327464279 15.2275221472 9.66815966
1230 1 0.0 14.7415565393 14.405155251 9.5576452151
1231 1 0.0 14.7256002539 12.8895333695 9.421789091
1232 1 0.0 16.0306445261 12.0823796208 9.3885358632
1233 1 0.0 17.325010695 12.8962370442 9.4960834774
1234 2 0.0 16.0264141498 16.3624421768 9.7791685767
1235 2 0.0 16.0373055224 10.9467352006 9.2892706515
1236 4 0.0 18.7433172852 14.9077556009 9.6852189368
1237 3 0.0 18.735658283 12.3949931354 9.4725960674
1238 1 0.0 19.5828831017 13.6478405982 9.5883024661
1239 4 0.0 26.3509752696 14.88737122 9.5669165612
1240 3 0.0 26.3292539257 12.3017779955 9.3327841689
1241 1 0.0 25.5415474645 13.6162981187 9.4437930856
1242 1 0.0 24.0170800771 13.631110665 9.4759337519
1243 1 0.0 23.243782467 12.3062714382 9.407820263
1244 1 0.0 21.8496036286 12.3016157766 9.4649317546
1245 1 0.0 21.1055198162 13.6389175604 9.5750753457
1246 1 0.0 21.877963886 14.962254924 9.6618551447
1247 1 0.0 23.275803838 14.9690616201 9.5887969378
1248 2 0.0 21.3165528949 15.9476237904 9.7795394306
1249 2 0.0 23.8059697174 11.3194465336 9.3107801743
1250 2 0.0 21.2647187425 11.3265305461 9.3863107401
1251 2 0.0 23.8593333074 15.9467606993 9.6410873296
1252 1 0.0 30.3284798478 14.4141619488 9.6276129733
1253 1 0.0 29.0327464279 15.2275221472 9.66815966
1254 1 0.0 27.7415565393 14.405155251 9.5576452151
1255 1 0.0 27.7256002539 12.8895333695 9.421789091
1256 1 0.0 29.0306445261 12.0823796208 9.3885358632
1257 1 0.0 30.325010695 12.8962370442 9.4960834774
1258 2 0.0 29.0264141498 16.3624421768 9.7791685767
1259 2 0.0 29.0373055224 10.9467352006 9.2892706515
1260 4 0.0 31.7433172852 14.9077556009 9.6852189368
1261 3 0.0 31.735658283 12.3949931354 9.4725960674
1262 1 0.0 32.5828831017 13.6478405982 9.5883024661
1263 4 0.0 39.3509752696 14.88737122 9.5669165612
1264 3 0.0 39.3292539257 12.3017779955 9.3327841689
1265 1 0.0 38.5415474645 13.6162981187 9.4437930856
1266 1 0.0 37.0170800771 13.631110665 9.4759337519
1267 1 0.0 36.243782467 12.3062714382 9.407820263
1268 1 0.0 34.8496036286 12.3016157766 9.4649317546
1269 1 0.0 34.1055198162 13.6389175604 9.5750753457
1270 1 0.0 34.877963886 14.962254924 9.6618551447
1271 1 0.0 36.275803838 14.9690616201 9.5887969378
1272 2 0.0 34.3165528949 15.9476237904 9.7795394306
1273 2 0.0 36.8059697174 11.3194465336 9.3107801743
1274 2 0.0 34.2647187425 11.3265305461 9.3863107401
1275 2 0.0 36.8593333074 15.9467606993 9.6410873296
1276 1 0.0 43.3284798478 14.4141619488 9.6276129733
1277 1 0.0 42.0327464279 15.2275221472 9.66815966
1278 1 0.0 40.7415565393 14.405155251 9.5576452151
1279 1 0.0 40.7256002539 12.8895333695 9.421789091
1280 1 0.0 42.0306445261 12.0823796208 9.3885358632
1281 1 0.0 43.325010695 12.8962370442 9.4960834774
1282 2 0.0 42.0264141498 16.3624421768 9.7791685767
1283 2 0.0 42.0373055224 10.9467352006 9.2892706515
1284 4 0.0 44.7433172852 14.9077556009 9.6852189368
1285 3 0.0 44.735658283 12.3949931354 9.4725960674
1286 1 0.0 45.5828831017 13.6478405982 9.5883024661
1287 4 0.0 52.3509752696 14.88737122 9.5669165612
1288 3 0.0 52.3292539257 12.3017779955 9.3327841689
1289 1 0.0 51.5415474645 13.6162981187 9.4437930856
1290 1 0.0 50.0170800771 13.631110665 9.4759337519
1291 1 0.0 49.243782467 12.3062714382 9.407820263
1292 1 0.0 47.8496036286 12.3016157766 9.4649317546
1293 1 0.0 47.1055198162 13.6389175604 9.5750753457
1294 1 0.0 47.877963886 14.962254924 9.6618551447
1295 1 0.0 49.275803838 14.9690616201 9.5887969378
1296 2 0.0 47.3165528949 15.9476237904 9.7795394306
1297 2 0.0 49.8059697174 11.3194465336 9.3107801743
1298 2 0.0 47.2647187425 11.3265305461 9.3863107401
1299 2 0.0 49.8593333074 15.9467606993 9.6410873296
1300 1 0.0 56.3284798478 14.4141619488 9.6276129733
1301 1 0.0 55.0327464279 15.2275221472 9.66815966
1302 1 0.0 53.7415565393 14.405155251 9.5576452151
1303 1 0.0 53.7256002539 12.8895333695 9.421789091
1304 1 0.0 55.0306445261 12.0823796208 9.3885358632
1305 1 0.0 56.325010695 12.8962370442 9.4960834774
1306 2 0.0 55.0264141498 16.3624421768 9.7791685767
1307 2 0.0 55.0373055224 10.9467352006 9.2892706515
1308 4 0.0 57.7433172852 14.9077556009 9.6852189368
1309 3 0.0 57.735658283 12.3949931354 9.4725960674
1310 1 0.0 58.5828831017 13.6478405982 9.5883024661
1311 4 0.0 65.3509752696 14.88737122 9.5669165612
1312 3 0.0 65.3292539257 12.3017779955 9.3327841689
1313 1 0.0 64.5415474645 13.6162981187 9.4437930856
1314 1 0.0 63.0170800771 13.631110665 9.4759337519
1315 1 0.0 62.243782467 12.3062714382 9.407820263
1316 1 0.0 60.8496036286 12.3016157766 9.4649317546
1317 1 0.0 60.1055198162 13.6389175604 9.5750753457
1318 1 0.0 60.877963886 14.962254924 9.6618551447
1319 1 0.0 62.275803838 14.9690616201 9.5887969378
1320 2 0.0 60.3165528949 15.9476237904 9.7795394306
1321 2 0.0 62.8059697174 11.3194465336 9.3107801743
1322 2 0.0 60.2647187425 11.3265305461 9.3863107401
1323 2 0.0 62.8593333074 15.9467606993 9.6410873296
1324 1 0.0 69.3284798478 14.4141619488 9.6276129733
1325 1 0.0 68.0327464279 15.2275221472 9.66815966
1326 1 0.0 66.7415565393 14.405155251 9.5576452151
1327 1 0.0 66.7256002539 12.8895333695 9.421789091
1328 1 0.0 68.0306445261 12.0823796208 9.3885358632
1329 1 0.0 69.325010695 12.8962370442 9.4960834774
1330 2 0.0 68.0264141498 16.3624421768 9.7791685767
1331 2 0.0 68.0373055224 10.9467352006 9.2892706515
1332 4 0.0 70.7433172852 14.9077556009 9.6852189368
1333 3 0.0 70.735658283 12.3949931354 9.4725960674
1334 1 0.0 71.5828831017 13.6478405982 9.5883024661
1335 4 0.0 78.3509752696 14.88737122 9.5669165612
1336 3 0.0 78.3292539257 12.3017779955 9.3327841689
1337 1 0.0 77.5415474645 13.6162981187 9.4437930856
1338 1 0.0 76.0170800771 13.631110665 9.4759337519
1339 1 0.0 75.243782467 12.3062714382 9.407820263
1340 1 0.0 73.8496036286 12.3016157766 9.4649317546
1341 1 0.0 73.1055198162 13.6389175604 9.5750753457
1342 1 0.0 73.877963886 14.962254924 9.6618551447
1343 1 0.0 75.275803838 14.9690616201 9.5887969378
1344 2 0.0 73.3165528949 15.9476237904 9.7795394306
1345 2 0.0 75.8059697174 11.3194465336 9.3107801743
1346 2 0.0 73.2647187425 11.3265305461 9.3863107401
1347 2 0.0 75.8593333074 15.9467606993 9.6410873296
1348 1 0.0 82.3284798478 14.4141619488 9.6276129733
1349 1 0.0 81.0327464279 15.2275221472 9.66815966
1350 1 0.0 79.7415565393 14.405155251 9.5576452151
1351 1 0.0 79.7256002539 12.8895333695 9.421789091
1352 1 0.0 81.0306445261 12.0823796208 9.3885358632
1353 1 0.0 82.325010695 12.8962370442 9.4960834774
1354 2 0.0 81.0264141498 16.3624421768 9.7791685767
1355 2 0.0 81.0373055224 10.9467352006 9.2892706515
1356 4 0.0 83.7433172852 14.9077556009 9.6852189368
1357 3 0.0 83.735658283 12.3949931354 9.4725960674
1358 1 0.0 84.5828831017 13.6478405982 9.5883024661
1359 4 0.0 91.3509752696 14.88737122 9.5669165612
1360 3 0.0 91.3292539257 12.3017779955 9.3327841689
1361 1 0.0 90.5415474645 13.6162981187 9.4437930856
1362 1 0.0 89.0170800771 13.631110665 9.4759337519
1363 1 0.0 88.243782467 12.3062714382 9.407820263
1364 1 0.0 86.8496036286 12.3016157766 9.4649317546
1365 1 0.0 86.1055198162 13.6389175604 9.5750753457
1366 1 0.0 86.877963886 14.962254924 9.6618551447
1367 1 0.0 88.275803838 14.9690616201 9.5887969378
1368 2 0.0 86.3165528949 15.9476237904 9.7795394306
1369 2 0.0 88.8059697174 11.3194465336 9.3107801743
1370 2 0.0 86.2647187425 11.3265305461 9.3863107401
1371 2 0.0 88.8593333074 15.9467606993 9.6410873296
1372 1 0.0 95.3284798478 14.4141619488 9.6276129733
1373 1 0.0 94.0327464279 15.2275221472 9.66815966
1374 1 0.0 92.7415565393 14.405155251 9.5576452151
1375 1 0.0 92.7256002539 12.8895333695 9.421789091
1376 1 0.0 94.0306445261 12.0823796208 9.3885358632
1377 1 0.0 95.325010695 12.8962370442 9.4960834774
1378 2 0.0 94.0264141498 16.3624421768 9.7791685767
1379 2 0.0 94.0373055224 10.9467352006 9.2892706515
1380 4 0.0 96.7433172852 14.9077556009 9.6852189368
1381 3 0.0 96.735658283 12.3949931354 9.4725960674
1382 1 0.0 97.5828831017 13.6478405982 9.5883024661
1383 4 0.0 104.3509752696 14.88737122 9.5669165612
1384 3 0.0 104.3292539257 12.3017779955 9.3327841689
1385 1 0.0 103.5415474645 13.6162981187 9.4437930856
1386 1 0.0 102.0170800771 13.631110665 9.4759337519
1387 1 0.0 101.243782467 12.3062714382 9.407820263
1388 1 0.0 99.8496036286 12.3016157766 9.4649317546
1389 1 0.0 99.1055198162 13.6389175604 9.5750753457
1390 1 0.0 99.877963886 14.962254924 9.6618551447
1391 1 0.0 101.275803838 14.9690616201 9.5887969378
1392 2 0.0 99.3165528949 15.9476237904 9.7795394306
1393 2 0.0 101.8059697174 11.3194465336 9.3107801743
1394 2 0.0 99.2647187425 11.3265305461 9.3863107401
1395 2 0.0 101.8593333074 15.9467606993 9.6410873296
1396 1 0.0 108.3284798478 14.4141619488 9.6276129733
1397 1 0.0 107.0327464279 15.2275221472 9.66815966
1398 1 0.0 105.7415565393 14.405155251 9.5576452151
