# LAMMPS data file written by OVITO Basic 3.9.4

3852 atoms
4 atom types

0.0 130.0 xlo xhi
0.0 23.4464874124 ylo yhi
0.0 12.3617947322 zlo zhi
9.6639447442 -3.6477654233 6.1480271971 xy xz yz
1988 1 0.0 36.1936437431 7.5040875955 6.1141436745
1989 1 0.0 35.4589207645 8.8488291827 6.1077155413
1990 1 0.0 36.214963702 10.1802716274 6.2027777428
1991 1 0.0 37.7411362189 10.1688855881 6.235042027
1992 2 0.0 35.6101003988 6.5260372066 6.0719899545
1993 2 0.0 35.6436254853 11.1666378749 6.2319515783
1994 2 0.0 38.3253060889 11.1464930175 6.2833766444
1995 4 0.0 27.7656085929 10.0749788762 6.0679105622
1996 3 0.0 27.7438270215 7.4866939346 5.9174675203
1997 1 0.0 26.9862629025 8.8033368815 6.0973316337
1998 2 0.0 38.288673057 6.5052156999 6.1498692613
1999 1 0.0 44.7162210383 9.6239252463 5.8704927004
2000 1 0.0 43.425737711 10.4348396065 5.9193217895
2001 1 0.0 42.1422151838 9.6035795178 5.9031278384
2002 1 0.0 42.1292498582 8.0850505339 5.8264847111
2003 1 0.0 43.4281222699 7.2802501988 5.7607199631
2004 1 0.0 44.7157575418 8.1014790969 5.7968164038
2005 2 0.0 43.419015312 11.572324602 5.9968302425
2006 2 0.0 43.4347098084 6.1408807194 5.7157230303
2007 4 0.0 46.1183552537 10.1219000618 5.9831086504
2008 3 0.0 46.1203660781 7.5992534624 5.8599851748
2009 1 0.0 46.9510619541 8.8582416954 5.9852101555
2010 1 0.0 51.4770476675 8.8251837827 6.1775596815
2011 1 0.0 50.7189653019 7.4925690559 6.1583988997
2012 1 0.0 49.1936437431 7.5040875955 6.1141436745
2013 1 0.0 48.4589207645 8.8488291827 6.1077155413
2014 1 0.0 49.214963702 10.1802716274 6.2027777428
2015 1 0.0 50.7411362189 10.1688855881 6.235042027
2016 2 0.0 48.6101003988 6.5260372066 6.0719899545
2017 2 0.0 48.6436254853 11.1666378749 6.2319515783
2018 2 0.0 51.3253060889 11.1464930175 6.2833766444
2019 4 0.0 40.7656085929 10.0749788762 6.0679105622
2020 3 0.0 40.7438270215 7.4866939346 5.9174675203
2021 1 0.0 39.9862629025 8.8033368815 6.0973316337
2022 2 0.0 51.288673057 6.5052156999 6.1498692613
2023 1 0.0 57.7162210383 9.6239252463 5.8704927004
2024 1 0.0 56.425737711 10.4348396065 5.9193217895
2025 1 0.0 55.1422151838 9.6035795178 5.9031278384
2026 1 0.0 55.1292498582 8.0850505339 5.8264847111
2027 1 0.0 56.4281222699 7.2802501988 5.7607199631
2028 1 0.0 57.7157575418 8.1014790969 5.7968164038
2029 2 0.0 56.419015312 11.572324602 5.9968302425
2030 2 0.0 56.4347098084 6.1408807194 5.7157230303
2031 4 0.0 59.1183552537 10.1219000618 5.9831086504
2032 3 0.0 59.1203660781 7.5992534624 5.8599851748
2033 1 0.0 59.9510619541 8.8582416954 5.9852101555
2034 1 0.0 64.4770476675 8.8251837827 6.1775596815
2035 1 0.0 63.7189653019 7.4925690559 6.1583988997
2036 1 0.0 62.1936437431 7.5040875955 6.1141436745
2037 1 0.0 61.4589207645 8.8488291827 6.1077155413
2038 1 0.0 62.214963702 10.1802716274 6.2027777428
2039 1 0.0 63.7411362189 10.1688855881 6.235042027
2040 2 0.0 61.6101003988 6.5260372066 6.0719899545
2041 2 0.0 61.6436254853 11.1666378749 6.2319515783
2042 2 0.0 64.3253060889 11.1464930175 6.2833766444
2043 4 0.0 53.7656085929 10.0749788762 6.0679105622
2044 3 0.0 53.7438270215 7.4866939346 5.9174675203
2045 1 0.0 52.9862629025 8.8033368815 6.0973316337
2046 2 0.0 64.288673057 6.5052156999 6.1498692613
2047 1 0.0 70.7162210383 9.6239252463 5.8704927004
2048 1 0.0 69.425737711 10.4348396065 5.9193217895
2049 1 0.0 68.1422151838 9.6035795178 5.9031278384
2050 1 0.0 68.1292498582 8.0850505339 5.8264847111
2051 1 0.0 69.4281222699 7.2802501988 5.7607199631
2052 1 0.0 70.7157575418 8.1014790969 5.7968164038
2053 2 0.0 69.419015312 11.572324602 5.9968302425
2054 2 0.0 69.4347098084 6.1408807194 5.7157230303
2055 4 0.0 72.1183552537 10.1219000618 5.9831086504
2056 3 0.0 72.1203660781 7.5992534624 5.8599851748
2057 1 0.0 72.9510619541 8.8582416954 5.9852101555
2058 1 0.0 77.4770476675 8.8251837827 6.1775596815
2059 1 0.0 76.7189653019 7.4925690559 6.1583988997
2060 1 0.0 75.1936437431 7.5040875955 6.1141436745
2061 1 0.0 74.4589207645 8.8488291827 6.1077155413
2062 1 0.0 75.214963702 10.1802716274 6.2027777428
2063 1 0.0 76.7411362189 10.1688855881 6.235042027
2064 2 0.0 74.6101003988 6.5260372066 6.0719899545
2065 2 0.0 74.6436254853 11.1666378749 6.2319515783
2066 2 0.0 77.3253060889 11.1464930175 6.2833766444
2067 4 0.0 66.7656085929 10.0749788762 6.0679105622
2068 3 0.0 66.7438270215 7.4866939346 5.9174675203
2069 1 0.0 65.9862629025 8.8033368815 6.0973316337
2070 2 0.0 77.288673057 6.5052156999 6.1498692613
2071 1 0.0 83.7162210383 9.6239252463 5.8704927004
2072 1 0.0 82.425737711 10.4348396065 5.9193217895
2073 1 0.0 81.1422151838 9.6035795178 5.9031278384
2074 1 0.0 81.1292498582 8.0850505339 5.8264847111
2075 1 0.0 82.4281222699 7.2802501988 5.7607199631
2076 1 0.0 83.7157575418 8.1014790969 5.7968164038
2077 2 0.0 82.419015312 11.572324602 5.9968302425
2078 2 0.0 82.4347098084 6.1408807194 5.7157230303
2079 4 0.0 85.1183552537 10.1219000618 5.9831086504
2080 3 0.0 85.1203660781 7.5992534624 5.8599851748
2081 1 0.0 85.9510619541 8.8582416954 5.9852101555
2082 1 0.0 90.4770476675 8.8251837827 6.1775596815
2083 1 0.0 89.7189653019 7.4925690559 6.1583988997
2084 1 0.0 88.1936437431 7.5040875955 6.1141436745
2085 1 0.0 87.4589207645 8.8488291827 6.1077155413
2086 1 0.0 88.214963702 10.1802716274 6.2027777428
2087 1 0.0 89.7411362189 10.1688855881 6.235042027
2088 2 0.0 87.6101003988 6.5260372066 6.0719899545
2089 2 0.0 87.6436254853 11.1666378749 6.2319515783
2090 2 0.0 90.3253060889 11.1464930175 6.2833766444
2091 4 0.0 79.7656085929 10.0749788762 6.0679105622
2092 3 0.0 79.7438270215 7.4866939346 5.9174675203
2093 1 0.0 78.9862629025 8.8033368815 6.0973316337
2094 2 0.0 90.288673057 6.5052156999 6.1498692613
2095 1 0.0 96.7162210383 9.6239252463 5.8704927004
2096 1 0.0 95.425737711 10.4348396065 5.9193217895
2097 1 0.0 94.1422151838 9.6035795178 5.9031278384
2098 1 0.0 94.1292498582 8.0850505339 5.8264847111
2099 1 0.0 95.4281222699 7.2802501988 5.7607199631
2100 1 0.0 96.7157575418 8.1014790969 5.7968164038
2101 2 0.0 95.419015312 11.572324602 5.9968302425
2102 2 0.0 95.4347098084 6.1408807194 5.7157230303
2103 4 0.0 98.1183552537 10.1219000618 5.9831086504
2104 3 0.0 98.1203660781 7.5992534624 5.8599851748
2105 1 0.0 98.9510619541 8.8582416954 5.9852101555
2106 1 0.0 103.4770476675 8.8251837827 6.1775596815
2107 1 0.0 102.7189653019 7.4925690559 6.1583988997
2108 1 0.0 101.1936437431 7.5040875955 6.1141436745
2109 1 0.0 100.4589207645 8.8488291827 6.1077155413
2110 1 0.0 101.214963702 10.1802716274 6.2027777428
2111 1 0.0 102.7411362189 10.1688855881 6.235042027
2112 2 0.0 100.6101003988 6.5260372066 6.0719899545
2113 2 0.0 100.6436254853 11.1666378749 6.2319515783
2114 2 0.0 103.3253060889 11.1464930175 6.2833766444
2115 4 0.0 92.7656085929 10.0749788762 6.0679105622
2116 3 0.0 92.7438270215 7.4866939346 5.9174675203
2117 1 0.0 91.9862629025 8.8033368815 6.0973316337
2118 2 0.0 103.288673057 6.5052156999 6.1498692613
2119 1 0.0 109.7162210383 9.6239252463 5.8704927004
2120 1 0.0 108.425737711 10.4348396065 5.9193217895
2121 1 0.0 107.1422151838 9.6035795178 5.9031278384
2122 1 0.0 107.1292498582 8.0850505339 5.8264847111
2123 1 0.0 108.4281222699 7.2802501988 5.7607199631
2124 1 0.0 109.7157575418 8.1014790969 5.7968164038
2125 2 0.0 108.419015312 11.572324602 5.9968302425
2126 2 0.0 108.4347098084 6.1408807194 5.7157230303
2127 4 0.0 111.1183552537 10.1219000618 5.9831086504
2128 3 0.0 111.1203660781 7.5992534624 5.8599851748
2129 1 0.0 111.9510619541 8.8582416954 5.9852101555
2130 1 0.0 116.4770476675 8.8251837827 6.1775596815
2131 1 0.0 115.7189653019 7.4925690559 6.1583988997
2132 1 0.0 114.1936437431 7.5040875955 6.1141436745
2133 1 0.0 113.4589207645 8.8488291827 6.1077155413
2134 1 0.0 114.214963702 10.1802716274 6.2027777428
2135 1 0.0 115.7411362189 10.1688855881 6.235042027
2136 2 0.0 113.6101003988 6.5260372066 6.0719899545
2137 2 0.0 113.6436254853 11.1666378749 6.2319515783
2138 2 0.0 116.3253060889 11.1464930175 6.2833766444
2139 4 0.0 105.7656085929 10.0749788762 6.0679105622
2140 3 0.0 105.7438270215 7.4866939346 5.9174675203
2141 1 0.0 104.9862629025 8.8033368815 6.0973316337
2142 2 0.0 116.288673057 6.5052156999 6.1498692613
2143 1 0.0 122.7162210383 9.6239252463 5.8704927004
2144 1 0.0 121.425737711 10.4348396065 5.9193217895
2145 1 0.0 120.1422151838 9.6035795178 5.9031278384
2146 1 0.0 120.1292498582 8.0850505339 5.8264847111
2147 1 0.0 121.4281222699 7.2802501988 5.7607199631
2148 1 0.0 122.7157575418 8.1014790969 5.7968164038
2149 2 0.0 121.419015312 11.572324602 5.9968302425
2150 2 0.0 121.4347098084 6.1408807194 5.7157230303
2151 4 0.0 124.1183552537 10.1219000618 5.9831086504
2152 3 0.0 124.1203660781 7.5992534624 5.8599851748
2153 1 0.0 124.9510619541 8.8582416954 5.9852101555
2154 1 0.0 129.4770476675 8.8251837827 6.1775596815
2155 1 0.0 128.7189653019 7.4925690559 6.1583988997
2156 1 0.0 127.1936437431 7.5040875955 6.1141436745
2157 1 0.0 126.4589207645 8.8488291827 6.1077155413
2158 1 0.0 127.214963702 10.1802716274 6.2027777428
2159 1 0.0 128.7411362189 10.1688855881 6.235042027
2160 2 0.0 126.6101003988 6.5260372066 6.0719899545
2161 2 0.0 126.6436254853 11.1666378749 6.2319515783
2162 2 0.0 129.3253060889 11.1464930175 6.2833766444
2163 4 0.0 118.7656085929 10.0749788762 6.0679105622
2164 3 0.0 118.7438270215 7.4866939346 5.9174675203
2165 1 0.0 117.9862629025 8.8033368815 6.0973316337
2166 2 0.0 129.288673057 6.5052156999 6.1498692613
2167 1 0.0 8.1322072243 15.4855470994 5.8704927004
2168 1 0.0 6.8417238971 16.2964614596 5.9193217895
2169 1 0.0 5.5582013698 15.4652013709 5.9031278384
2170 1 0.0 5.5452360443 13.946672387 5.8264847111
2171 1 0.0 6.8441084559 13.1418720519 5.7607199631
2172 1 0.0 8.1317437278 13.96310095 5.7968164038
2173 2 0.0 6.8350014981 17.4339464551 5.9968302425
2174 2 0.0 6.8506959945 12.0025025725 5.7157230303
2175 4 0.0 9.5343414398 15.9835219149 5.9831086504
2176 3 0.0 9.5363522641 13.4608753155 5.8599851748
2177 1 0.0 10.3670481401 14.7198635485 5.9852101555
2178 1 0.0 14.8930338535 14.6868056358 6.1775596815
2179 1 0.0 14.134951488 13.354190909 6.1583988997
2180 1 0.0 12.6096299292 13.3657094486 6.1141436745
2181 1 0.0 11.8749069506 14.7104510358 6.1077155413
2182 1 0.0 12.6309498881 16.0418934805 6.2027777428
2183 1 0.0 14.157122405 16.0305074412 6.235042027
2184 2 0.0 12.0260865848 12.3876590597 6.0719899545
2185 2 0.0 12.0596116714 17.028259728 6.2319515783
2186 2 0.0 14.7412922749 17.0081148707 6.2833766444
2187 4 0.0 4.1815947789 15.9366007293 6.0679105622
2188 3 0.0 4.1598132076 13.3483157877 5.9174675203
2189 1 0.0 3.4022490886 14.6649587346 6.0973316337
2190 2 0.0 14.704659243 12.366837553 6.1498692613
2191 1 0.0 21.1322072243 15.4855470994 5.8704927004
2192 1 0.0 19.8417238971 16.2964614596 5.9193217895
2193 1 0.0 18.5582013698 15.4652013709 5.9031278384
2194 1 0.0 18.5452360443 13.946672387 5.8264847111
2195 1 0.0 19.8441084559 13.1418720519 5.7607199631
2196 1 0.0 21.1317437278 13.96310095 5.7968164038
2197 2 0.0 19.8350014981 17.4339464551 5.9968302425
2198 2 0.0 19.8506959945 12.0025025725 5.7157230303
2199 4 0.0 22.5580807073 16.0687752398 6.2346711732
2200 3 0.0 22.3804042304 13.2755203837 6.2972218545
2201 1 0.0 23.7763696086 15.4635236483 6.9312583063
2202 1 0.0 27.8930338535 14.6868056358 6.1775596815
2203 1 0.0 27.134951488 13.354190909 6.1583988997
2204 1 0.0 25.6096299292 13.3657094486 6.1141436745
2205 1 0.0 24.8749069506 14.7104510358 6.1077155413
2206 1 0.0 25.6309498881 16.0418934805 6.2027777428
2207 1 0.0 27.157122405 16.0305074412 6.235042027
2208 2 0.0 25.0260865848 12.3876590597 6.0719899545
2209 2 0.0 25.0596116714 17.028259728 6.2319515783
2210 2 0.0 27.7412922749 17.0081148707 6.2833766444
2211 4 0.0 17.1815947789 15.9366007293 6.0679105622
2212 3 0.0 17.1598132076 13.3483157877 5.9174675203
2213 1 0.0 16.4022490886 14.6649587346 6.0973316337
2214 2 0.0 27.704659243 12.366837553 6.1498692613
2215 1 0.0 34.1322072243 15.4855470994 5.8704927004
2216 1 0.0 32.8417238971 16.2964614596 5.9193217895
2217 1 0.0 31.5582013698 15.4652013709 5.9031278384
2218 1 0.0 31.5452360443 13.946672387 5.8264847111
2219 1 0.0 32.8441084559 13.1418720519 5.7607199631
2220 1 0.0 34.1317437278 13.96310095 5.7968164038
2221 2 0.0 32.8350014981 17.4339464551 5.9968302425
2222 2 0.0 32.8506959945 12.0025025725 5.7157230303
2223 4 0.0 35.5343414398 15.9835219149 5.9831086504
2224 3 0.0 35.5363522641 13.4608753155 5.8599851748
2225 1 0.0 36.3670481401 14.7198635485 5.9852101555
2226 1 0.0 40.8930338535 14.6868056358 6.1775596815
2227 1 0.0 40.134951488 13.354190909 6.1583988997
2228 1 0.0 38.6096299292 13.3657094486 6.1141436745
2229 1 0.0 37.8749069506 14.7104510358 6.1077155413
2230 1 0.0 38.6309498881 16.0418934805 6.2027777428
2231 1 0.0 40.157122405 16.0305074412 6.235042027
2232 2 0.0 38.0260865848 12.3876590597 6.0719899545
2233 2 0.0 38.0596116714 17.028259728 6.2319515783
2234 2 0.0 40.7412922749 17.0081148707 6.2833766444
2235 4 0.0 30.1815947789 15.9366007293 6.0679105622
2236 3 0.0 30.1598132076 13.3483157877 5.9174675203
2237 1 0.0 29.4022490886 14.6649587346 6.0973316337
2238 2 0.0 40.704659243 12.366837553 6.1498692613
2239 1 0.0 47.1322072243 15.4855470994 5.8704927004
2240 1 0.0 45.8417238971 16.2964614596 5.9193217895
2241 1 0.0 44.5582013698 15.4652013709 5.9031278384
2242 1 0.0 44.5452360443 13.946672387 5.8264847111
2243 1 0.0 45.8441084559 13.1418720519 5.7607199631
2244 1 0.0 47.1317437278 13.96310095 5.7968164038
2245 2 0.0 45.8350014981 17.4339464551 5.9968302425
2246 2 0.0 45.8506959945 12.0025025725 5.7157230303
2247 4 0.0 48.5343414398 15.9835219149 5.9831086504
2248 3 0.0 48.5363522641 13.4608753155 5.8599851748
2249 1 0.0 49.3670481401 14.7198635485 5.9852101555
2250 1 0.0 53.8930338535 14.6868056358 6.1775596815
2251 1 0.0 53.134951488 13.354190909 6.1583988997
2252 1 0.0 51.6096299292 13.3657094486 6.1141436745
2253 1 0.0 50.8749069506 14.7104510358 6.1077155413
2254 1 0.0 51.6309498881 16.0418934805 6.2027777428
2255 1 0.0 53.157122405 16.0305074412 6.235042027
2256 2 0.0 51.0260865848 12.3876590597 6.0719899545
2257 2 0.0 51.0596116714 17.028259728 6.2319515783
2258 2 0.0 53.7412922749 17.0081148707 6.2833766444
2259 4 0.0 43.1815947789 15.9366007293 6.0679105622
2260 3 0.0 43.1598132076 13.3483157877 5.9174675203
2261 1 0.0 42.4022490886 14.6649587346 6.0973316337
2262 2 0.0 53.704659243 12.366837553 6.1498692613
2263 1 0.0 60.1322072243 15.4855470994 5.8704927004
2264 1 0.0 58.8417238971 16.2964614596 5.9193217895
2265 1 0.0 57.5582013698 15.4652013709 5.9031278384
2266 1 0.0 57.5452360443 13.946672387 5.8264847111
2267 1 0.0 58.8441084559 13.1418720519 5.7607199631
2268 1 0.0 60.1317437278 13.96310095 5.7968164038
2269 2 0.0 58.8350014981 17.4339464551 5.9968302425
2270 2 0.0 58.8506959945 12.0025025725 5.7157230303
2271 4 0.0 61.5343414398 15.9835219149 5.9831086504
2272 3 0.0 61.5363522641 13.4608753155 5.8599851748
2273 1 0.0 62.3670481401 14.7198635485 5.9852101555
2274 1 0.0 66.8930338535 14.6868056358 6.1775596815
2275 1 0.0 66.134951488 13.354190909 6.1583988997
2276 1 0.0 64.6096299292 13.3657094486 6.1141436745
2277 1 0.0 63.8749069506 14.7104510358 6.1077155413
2278 1 0.0 64.6309498881 16.0418934805 6.2027777428
2279 1 0.0 66.157122405 16.0305074412 6.235042027
2280 2 0.0 64.0260865848 12.3876590597 6.0719899545
2281 2 0.0 64.0596116714 17.028259728 6.2319515783
2282 2 0.0 66.7412922749 17.0081148707 6.2833766444
2283 4 0.0 56.1815947789 15.9366007293 6.0679105622
2284 3 0.0 56.1598132076 13.3483157877 5.9174675203
2285 1 0.0 55.4022490886 14.6649587346 6.0973316337
2286 2 0.0 66.704659243 12.366837553 6.1498692613
2287 1 0.0 73.1322072243 15.4855470994 5.8704927004
2288 1 0.0 71.8417238971 16.2964614596 5.9193217895
2289 1 0.0 70.5582013698 15.4652013709 5.9031278384
2290 1 0.0 70.5452360443 13.946672387 5.8264847111
2291 1 0.0 71.8441084559 13.1418720519 5.7607199631
2292 1 0.0 73.1317437278 13.96310095 5.7968164038
2293 2 0.0 71.8350014981 17.4339464551 5.9968302425
2294 2 0.0 71.8506959945 12.0025025725 5.7157230303
2295 4 0.0 74.5343414398 15.9835219149 5.9831086504
2296 3 0.0 74.5363522641 13.4608753155 5.8599851748
2297 1 0.0 75.3670481401 14.7198635485 5.9852101555
2298 1 0.0 79.8930338535 14.6868056358 6.1775596815
2299 1 0.0 79.134951488 13.354190909 6.1583988997
2300 1 0.0 77.6096299292 13.3657094486 6.1141436745
2301 1 0.0 76.8749069506 14.7104510358 6.1077155413
2302 1 0.0 77.6309498881 16.0418934805 6.2027777428
2303 1 0.0 79.157122405 16.0305074412 6.235042027
2304 2 0.0 77.0260865848 12.3876590597 6.0719899545
2305 2 0.0 77.0596116714 17.028259728 6.2319515783
2306 2 0.0 79.7412922749 17.0081148707 6.2833766444
2307 4 0.0 69.1815947789 15.9366007293 6.0679105622
2308 3 0.0 69.1598132076 13.3483157877 5.9174675203
2309 1 0.0 68.4022490886 14.6649587346 6.0973316337
2310 2 0.0 79.704659243 12.366837553 6.1498692613
2311 1 0.0 86.1322072243 15.4855470994 5.8704927004
2312 1 0.0 84.8417238971 16.2964614596 5.9193217895
2313 1 0.0 83.5582013698 15.4652013709 5.9031278384
2314 1 0.0 83.5452360443 13.946672387 5.8264847111
2315 1 0.0 84.8441084559 13.1418720519 5.7607199631
2316 1 0.0 86.1317437278 13.96310095 5.7968164038
2317 2 0.0 84.8350014981 17.4339464551 5.9968302425
2318 2 0.0 84.8506959945 12.0025025725 5.7157230303
2319 4 0.0 87.5343414398 15.9835219149 5.9831086504
2320 3 0.0 87.5363522641 13.4608753155 5.8599851748
2321 1 0.0 88.3670481401 14.7198635485 5.9852101555
2322 1 0.0 92.8930338535 14.6868056358 6.1775596815
2323 1 0.0 92.134951488 13.354190909 6.1583988997
2324 1 0.0 90.6096299292 13.3657094486 6.1141436745
2325 1 0.0 89.8749069506 14.7104510358 6.1077155413
2326 1 0.0 90.6309498881 16.0418934805 6.2027777428
2327 1 0.0 92.157122405 16.0305074412 6.235042027
2328 2 0.0 90.0260865848 12.3876590597 6.0719899545
2329 2 0.0 90.0596116714 17.028259728 6.2319515783
2330 2 0.0 92.7412922749 17.0081148707 6.2833766444
2331 4 0.0 82.1815947789 15.9366007293 6.0679105622
2332 3 0.0 82.1598132076 13.3483157877 5.9174675203
2333 1 0.0 81.4022490886 14.6649587346 6.0973316337
2334 2 0.0 92.704659243 12.366837553 6.1498692613
2335 1 0.0 99.1322072243 15.4855470994 5.8704927004
2336 1 0.0 97.8417238971 16.2964614596 5.9193217895
2337 1 0.0 96.5582013698 15.4652013709 5.9031278384
2338 1 0.0 96.5452360443 13.946672387 5.8264847111
2339 1 0.0 97.8441084559 13.1418720519 5.7607199631
2340 1 0.0 99.1317437278 13.96310095 5.7968164038
2341 2 0.0 97.8350014981 17.4339464551 5.9968302425
2342 2 0.0 97.8506959945 12.0025025725 5.7157230303
2343 4 0.0 100.5343414398 15.9835219149 5.9831086504
2344 3 0.0 100.5363522641 13.4608753155 5.8599851748
2345 1 0.0 101.3670481401 14.7198635485 5.9852101555
2346 1 0.0 105.8930338535 14.6868056358 6.1775596815
2347 1 0.0 105.134951488 13.354190909 6.1583988997
2348 1 0.0 103.6096299292 13.3657094486 6.1141436745
2349 1 0.0 102.8749069506 14.7104510358 6.1077155413
2350 1 0.0 103.6309498881 16.0418934805 6.2027777428
2351 1 0.0 105.157122405 16.0305074412 6.235042027
2352 2 0.0 103.0260865848 12.3876590597 6.0719899545
2353 2 0.0 103.0596116714 17.028259728 6.2319515783
2354 2 0.0 105.7412922749 17.0081148707 6.2833766444
2355 4 0.0 95.1815947789 15.9366007293 6.0679105622
2356 3 0.0 95.1598132076 13.3483157877 5.9174675203
2357 1 0.0 94.4022490886 14.6649587346 6.0973316337
2358 2 0.0 105.704659243 12.366837553 6.1498692613
2359 1 0.0 112.1322072243 15.4855470994 5.8704927004
2360 1 0.0 110.8417238971 16.2964614596 5.9193217895
2361 1 0.0 109.5582013698 15.4652013709 5.9031278384
2362 1 0.0 109.5452360443 13.946672387 5.8264847111
2363 1 0.0 110.8441084559 13.1418720519 5.7607199631
2364 1 0.0 112.1317437278 13.96310095 5.7968164038
2365 2 0.0 110.8350014981 17.4339464551 5.9968302425
2366 2 0.0 110.8506959945 12.0025025725 5.7157230303
2367 4 0.0 113.5343414398 15.9835219149 5.9831086504
2368 3 0.0 113.5363522641 13.4608753155 5.8599851748
2369 1 0.0 114.3670481401 14.7198635485 5.9852101555
2370 1 0.0 118.8930338535 14.6868056358 6.1775596815
2371 1 0.0 118.134951488 13.354190909 6.1583988997
2372 1 0.0 116.6096299292 13.3657094486 6.1141436745
2373 1 0.0 115.8749069506 14.7104510358 6.1077155413
2374 1 0.0 116.6309498881 16.0418934805 6.2027777428
2375 1 0.0 118.157122405 16.0305074412 6.235042027
2376 2 0.0 116.0260865848 12.3876590597 6.0719899545
2377 2 0.0 116.0596116714 17.028259728 6.2319515783
2378 2 0.0 118.7412922749 17.0081148707 6.2833766444
2379 4 0.0 108.1815947789 15.9366007293 6.0679105622
2380 3 0.0 108.1598132076 13.3483157877 5.9174675203
2381 1 0.0 107.4022490886 14.6649587346 6.0973316337
2382 2 0.0 118.704659243 12.366837553 6.1498692613
2383 1 0.0 125.1322072243 15.4855470994 5.8704927004
2384 1 0.0 123.8417238971 16.2964614596 5.9193217895
2385 1 0.0 122.5582013698 15.4652013709 5.9031278384
2386 1 0.0 122.5452360443 13.946672387 5.8264847111
2387 1 0.0 123.8441084559 13.1418720519 5.7607199631
2388 1 0.0 125.1317437278 13.96310095 5.7968164038
2389 2 0.0 123.8350014981 17.4339464551 5.9968302425
2390 2 0.0 123.8506959945 12.0025025725 5.7157230303
2391 4 0.0 126.5343414398 15.9835219149 5.9831086504
2392 3 0.0 126.5363522641 13.4608753155 5.8599851748
2393 1 0.0 127.3670481401 14.7198635485 5.9852101555
2394 1 0.0 131.8930338535 14.6868056358 6.1775596815
2395 1 0.0 131.134951488 13.354190909 6.1583988997
2396 1 0.0 129.6096299292 13.3657094486 6.1141436745
2397 1 0.0 128.8749069506 14.7104510358 6.1077155413
2398 1 0.0 129.6309498881 16.0418934805 6.2027777428
2399 1 0.0 131.157122405 16.0305074412 6.235042027
2400 2 0.0 129.0260865848 12.3876590597 6.0719899545
2401 2 0.0 129.0596116714 17.028259728 6.2319515783
2402 2 0.0 131.7412922749 17.0081148707 6.2833766444
2403 4 0.0 121.1815947789 15.9366007293 6.0679105622
2404 3 0.0 121.1598132076 13.3483157877 5.9174675203
2405 1 0.0 120.4022490886 14.6649587346 6.0973316337
2406 2 0.0 131.704659243 12.366837553 6.1498692613
2407 1 0.0 10.5481934104 21.3471689525 5.8704927004
2408 1 0.0 9.2577100832 22.1580833127 5.9193217895
2409 1 0.0 7.9741875559 21.326823224 5.9031278384
2410 1 0.0 7.9612222304 19.8082942401 5.8264847111
2411 1 0.0 9.260094642 19.003493905 5.7607199631
2412 1 0.0 10.5477299139 19.8247228031 5.7968164038
2413 2 0.0 9.2509876841 23.2955683082 5.9968302425
2414 2 0.0 9.2666821805 17.8641244256 5.7157230303
2415 4 0.0 11.9503276258 21.845143768 5.9831086504
2416 3 0.0 11.9523384502 19.3224971686 5.8599851748
2417 1 0.0 12.7830343262 20.5814854016 5.9852101555
2418 1 0.0 17.3090200396 20.5484274889 6.1775596815
2419 1 0.0 16.5509376741 19.2158127621 6.1583988997
2420 1 0.0 15.0256161153 19.2273313017 6.1141436745
2421 1 0.0 14.2908931366 20.5720728889 6.1077155413
2422 1 0.0 15.0469360742 21.9035153336 6.2027777428
2423 1 0.0 16.5731085911 21.8921292944 6.235042027
2424 2 0.0 14.4420727709 18.2492809128 6.0719899545
2425 2 0.0 14.4755978574 22.8898815811 6.2319515783
2426 2 0.0 17.157278461 22.8697367238 6.2833766444
2427 4 0.0 6.597580965 21.7982225824 6.0679105622
2428 3 0.0 6.5757993936 19.2099376408 5.9174675203
2429 1 0.0 5.8182352746 20.5265805877 6.0973316337
2430 2 0.0 17.1206454291 18.2284594061 6.1498692613
2431 1 0.0 23.5481934104 21.3471689525 5.8704927004
2432 1 0.0 22.2577100832 22.1580833127 5.9193217895
2433 1 0.0 20.9741875559 21.326823224 5.9031278384
2434 1 0.0 20.9612222304 19.8082942401 5.8264847111
2435 1 0.0 22.260094642 19.003493905 5.7607199631
2436 1 0.0 23.5477299139 19.8247228031 5.7968164038
2437 2 0.0 22.2509876841 23.2955683082 5.9968302425
2438 2 0.0 22.2666821805 17.8641244256 5.7157230303
2439 4 0.0 24.9503276258 21.845143768 5.9831086504
2440 3 0.0 24.9523384502 19.3224971686 5.8599851748
2441 1 0.0 25.7830343262 20.5814854016 5.9852101555
2442 1 0.0 30.3090200396 20.5484274889 6.1775596815
2443 1 0.0 29.5509376741 19.2158127621 6.1583988997
2444 1 0.0 28.0256161153 19.2273313017 6.1141436745
2445 1 0.0 27.2908931366 20.5720728889 6.1077155413
2446 1 0.0 28.0469360742 21.9035153336 6.2027777428
2447 1 0.0 29.5731085911 21.8921292944 6.235042027
2448 2 0.0 27.4420727709 18.2492809128 6.0719899545
2449 2 0.0 27.4755978574 22.8898815811 6.2319515783
2450 2 0.0 30.157278461 22.8697367238 6.2833766444
2451 4 0.0 19.597580965 21.7982225824 6.0679105622
2452 3 0.0 19.5757993936 19.2099376408 5.9174675203
2453 1 0.0 18.8182352746 20.5265805877 6.0973316337
2454 2 0.0 30.1206454291 18.2284594061 6.1498692613
